id,cdocente,ccurso,prioridad,sw_cambio,curso_id,user_id,created_at,updated_at
602,"001145","140080",3,F,1427,5,10/04/2016 01:00:55,10/04/2016 01:00:55
603,"001304","140080",4,F,1427,114,10/04/2016 01:00:55,10/04/2016 01:00:55
604,"001145","120019",1,F,1431,5,10/04/2016 01:00:55,10/04/2016 01:00:55
605,"001304","120019",2,F,1431,114,10/04/2016 01:00:55,10/04/2016 01:00:55
606,"000201","110068",1,F,1417,106,10/04/2016 01:00:55,10/04/2016 01:00:55
607,"000500","100188",13,F,279,103,10/04/2016 01:00:55,10/04/2016 01:00:55
608,"000500","100193",8,F,293,103,10/04/2016 01:00:55,10/04/2016 01:00:55
609,"001305","110071",9,F,963,6,10/04/2016 01:00:55,10/04/2016 01:00:55
610,"001174","100160",16,F,1238,13,10/04/2016 01:00:55,10/04/2016 01:00:55
611,"001456","140085",2,F,531,72,10/04/2016 01:00:55,10/04/2016 01:00:55
612,"000731","140063",1,F,330,1,10/04/2016 01:00:55,10/04/2016 01:00:55
613,"000731","210001",3,F,1148,1,10/04/2016 01:00:55,10/04/2016 01:00:55
614,"000731","250001",3,F,1339,1,10/04/2016 01:00:55,10/04/2016 01:00:55
615,"000731","210002",2,F,1685,1,10/04/2016 01:00:55,10/04/2016 01:00:55
616,"001911","160001",14,F,621,129,10/04/2016 01:00:55,10/04/2016 01:00:55
617,"001911","160018",6,F,639,129,10/04/2016 01:00:55,10/04/2016 01:00:55
618,"001911","100049",7,F,1120,129,10/04/2016 01:00:55,10/04/2016 01:00:55
619,"001303","110075",8,F,1752,15,10/04/2016 01:00:55,10/04/2016 01:00:55
620,"001303","110053",9,F,717,15,10/04/2016 01:00:55,10/04/2016 01:00:55
621,"001912","100188",15,F,279,117,10/04/2016 01:00:55,10/04/2016 01:00:55
622,"001912","100197",3,F,284,117,10/04/2016 01:00:55,10/04/2016 01:00:55
623,"001149","100194",10,F,75,112,10/04/2016 01:00:55,10/04/2016 01:00:55
