id,cdocente,ccurso,prioridad,sw_cambio,curso_id,user_id,created_at,updated_at
184,"000593","100190",3,F,1812,57,08/10/2016 12:19:49,08/10/2016 12:19:49
185,"000244","100190",4,F,1812,108,08/10/2016 12:19:49,08/10/2016 12:19:49
186,"000989","100190",9,F,1812,65,08/10/2016 12:19:49,08/10/2016 12:19:49
187,"001185","100188",6,F,279,20,08/10/2016 12:19:49,08/10/2016 12:19:49
188,"000372","100187",1,F,887,102,08/10/2016 12:19:49,08/10/2016 12:19:49
189,"000277","240040",1,F,91,126,08/10/2016 12:19:49,08/10/2016 12:19:49
190,"000017","240001",1,F,88,43,08/10/2016 12:19:49,08/10/2016 12:19:49
191,"000384","240001",5,F,88,75,08/10/2016 12:19:49,08/10/2016 12:19:49
192,"000566","240001",6,F,88,7,08/10/2016 12:19:49,08/10/2016 12:19:49
193,"000808","240001",8,F,88,54,08/10/2016 12:19:49,08/10/2016 12:19:49
194,"001268","240001",12,F,88,44,08/10/2016 12:19:49,08/10/2016 12:19:49
195,"000236","100199",1,F,1469,124,08/10/2016 12:19:49,08/10/2016 12:19:49
196,"000474","100199",2,F,1469,56,08/10/2016 12:19:49,08/10/2016 12:19:49
197,"000510","100199",3,F,1469,74,08/10/2016 12:19:49,08/10/2016 12:19:49
198,"000201","100185",1,F,288,106,08/10/2016 12:19:49,08/10/2016 12:19:49
199,"000244","100185",2,F,288,108,08/10/2016 12:19:49,08/10/2016 12:19:49
200,"000743","100185",6,F,288,19,08/10/2016 12:19:49,08/10/2016 12:19:49
201,"000772","100185",7,F,288,93,08/10/2016 12:19:49,08/10/2016 12:19:49
202,"000989","100185",9,F,288,65,08/10/2016 12:19:49,08/10/2016 12:19:49
203,"000193","100185",10,F,288,73,08/10/2016 12:19:49,08/10/2016 12:19:49
204,"000743","100196",3,F,264,19,08/10/2016 12:19:49,08/10/2016 12:19:49
205,"000195","100192",1,F,277,36,08/10/2016 12:19:49,08/10/2016 12:19:49
206,"000195","100188",1,F,279,36,08/10/2016 12:19:49,08/10/2016 12:19:49
207,"000195","100193",1,F,293,36,08/10/2016 12:19:49,08/10/2016 12:19:49
208,"000195","110070",2,F,289,36,08/10/2016 12:19:49,08/10/2016 12:19:49
209,"000241","100176",2,F,231,115,08/10/2016 12:19:49,08/10/2016 12:19:49
210,"000241","140036",3,F,614,115,08/10/2016 12:19:49,08/10/2016 12:19:49
211,"000241","140041",1,F,1354,115,08/10/2016 12:19:49,08/10/2016 12:19:49
212,"000241","100201",2,F,1754,115,08/10/2016 12:19:49,08/10/2016 12:19:49
213,"000241","140049",1,F,1699,115,08/10/2016 12:19:49,08/10/2016 12:19:49
214,"000241","140020",2,F,536,115,08/10/2016 12:19:49,08/10/2016 12:19:49
215,"000241","140081",2,F,1452,115,08/10/2016 12:19:49,08/10/2016 12:19:49
216,"000241","140037",2,F,653,115,08/10/2016 12:19:49,08/10/2016 12:19:49
217,"000201","110060",1,F,962,106,08/10/2016 12:19:49,08/10/2016 12:19:49
218,"000500","110060",2,F,962,103,08/10/2016 12:19:49,08/10/2016 12:19:49
219,"000660","110060",3,F,962,90,08/10/2016 12:19:49,08/10/2016 12:19:49
220,"001185","110060",4,F,962,20,08/10/2016 12:19:49,08/10/2016 12:19:49
221,"001305","110073",4,F,136,6,08/10/2016 12:19:49,08/10/2016 12:19:49
222,"001305","100190",11,F,1812,6,08/10/2016 12:19:49,08/10/2016 12:19:49
223,"001305","100195",6,F,142,6,08/10/2016 12:19:49,08/10/2016 12:19:49
224,"000201","110071",1,F,963,106,08/10/2016 12:19:49,08/10/2016 12:19:49
225,"000193","110071",2,F,963,73,08/10/2016 12:19:49,08/10/2016 12:19:49
226,"000500","110071",3,F,963,103,08/10/2016 12:19:49,08/10/2016 12:19:49
227,"000743","110071",4,F,963,19,08/10/2016 12:19:49,08/10/2016 12:19:49
228,"000989","110071",5,F,963,65,08/10/2016 12:19:49,08/10/2016 12:19:49
229,"000372","110071",6,F,963,102,08/10/2016 12:19:49,08/10/2016 12:19:49
230,"000509","110072",4,F,771,77,08/10/2016 12:19:49,08/10/2016 12:19:49
231,"000509","140078",3,F,1606,77,08/10/2016 12:19:49,08/10/2016 12:19:49
232,"000509","100182",1,F,1310,77,08/10/2016 12:19:49,08/10/2016 12:19:49
233,"000241","100160",1,F,1238,115,08/10/2016 12:19:49,08/10/2016 12:19:49
234,"000589","100160",3,F,1238,46,08/10/2016 12:19:49,08/10/2016 12:19:49
235,"000623","100160",5,F,1238,49,08/10/2016 12:19:49,08/10/2016 12:19:49
236,"000358","100160",8,F,1238,23,08/10/2016 12:19:49,08/10/2016 12:19:49
237,"001268","100160",10,F,1238,44,08/10/2016 12:19:49,08/10/2016 12:19:49
238,"000398","100160",12,F,1238,119,08/10/2016 12:19:49,08/10/2016 12:19:49
239,"001262","100188",8,F,279,110,08/10/2016 12:19:49,08/10/2016 12:19:49
240,"001262","110029",2,F,272,110,08/10/2016 12:19:49,08/10/2016 12:19:49
241,"001262","100190",10,F,1812,110,08/10/2016 12:19:49,08/10/2016 12:19:49
